Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TimeAt1KPH,Total_TravelTime,Total_TruckMinutes,Total_TruckTravelTime,Total_WalkTime,Total_Kilometers,Total_Miles,Shape_Length
Location 355 - Location 4,355,4,1,,,9.246102571490498,,,,5.275997610321788,,0.031967825352582
Location 357 - Location 3,357,3,1,,,11.135896389163726,,,,7.005810132192400,,0.062166457361548
Location 360 - Location 7,360,7,1,,,13.249352068498268,,,,11.684628674893535,,0.086278344996028
Location 362 - Location 4,362,4,1,,,8.183934580633615,,,,3.494025604057961,,0.022879242667552
Location 366 - Location 1,366,1,1,,,4.336229396216221,,,,1.301634712905296,,0.013665400925408
Location 367 - Location 7,367,7,1,,,9.161236201196992,,,,5.829574356099618,,0.036976198745024
Location 368 - Location 7,368,7,1,,,13.916282599660089,,,,15.148032343611570,,0.122476483318003
Location 369 - Location 2,369,2,1,,,5.799688020184079,,,,3.424933951221991,,0.020400347274863
Location 370 - Location 4,370,4,1,,,14.072014277450579,,,,7.941016458351138,,0.054420835842321
Location 371 - Location 3,371,3,1,,,13.537676303735772,,,,7.630215933605311,,0.052236163595699
Location 372 - Location 2,372,2,1,,,10.373537674276260,,,,4.002676085602241,,0.025583077894542
Location 373 - Location 3,373,3,1,,,13.521273272549035,,,,8.781266180686009,,0.069595039404401
Location 375 - Location 1,375,1,1,,,10.185136923836369,,,,3.522777322189394,,0.030869101892291
Location 376 - Location 1,376,1,1,,,8.125831323598401,,,,3.119156922837798,,0.025016031886332
Location 378 - Location 4,378,4,1,,,14.774885331042261,,,,16.422293604443780,,0.149342062393862
Location 381 - Location 3,381,3,1,,,8.744671425350500,,,,5.818572404733469,,0.039454899454177
Location 384 - Location 2,384,2,1,,,5.673168486208814,,,,3.425657773619646,,0.019809403393103
Location 387 - Location 1,387,1,1,,,11.662427376939881,,,,5.150276477587084,,0.043114597309542
Location 388 - Location 8,388,8,1,,,14.536045855889817,,,,9.860667355343871,,0.102721620591473
Location 391 - Location 4,391,4,1,,,7.697642373103383,,,,2.784612135126938,,0.019972766038121
Location 396 - Location 2,396,2,1,,,12.663264994801789,,,,7.689284856140766,,0.049074439457872
Location 399 - Location 2,399,2,1,,,14.423002624280247,,,,7.455234527540184,,0.060166100104968
Location 400 - Location 2,400,2,1,,,9.423276158880128,,,,4.809309207743728,,0.037931250649819
Location 401 - Location 1,401,1,1,,,9.744938237335290,,,,3.959161355882240,,0.033591399407584
Location 402 - Location 3,402,3,1,,,11.423756712618406,,,,9.250232597631838,,0.071478410751874
Location 404 - Location 8,404,8,1,,,14.567583450115528,,,,10.739867022915004,,0.087852014714324
Location 405 - Location 2,405,2,1,,,1.017394866994226,,,,0.353177336451435,,0.003712405861663
Location 406 - Location 2,406,2,1,,,11.749128479162891,,,,7.184348475332627,,0.055925420392941
Location 408 - Location 7,408,7,1,,,14.221892678241742,,,,6.909527923777680,,0.052573315363719
Location 408 - Location 2,408,2,2,,,14.529602365756849,,,,8.740459001381140,,0.069381743436761
Location 409 - Location 2,409,2,1,,,14.642603024175180,,,,8.510718074226846,,0.064030829901617
Location 410 - Location 3,410,3,1,,,12.214960853203866,,,,5.274414048262711,,0.056698767944575
Location 418 - Location 4,418,4,1,,,11.500904870230729,,,,8.848443990995182,,0.077081488145591
Location 419 - Location 5,419,5,1,,,14.615228128878293,,,,14.271469557212603,,0.099698242988726
Location 420 - Location 3,420,3,1,,,8.723572473674258,,,,4.509413972241003,,0.037594323637292
Location 423 - Location 8,423,8,1,,,14.895205285259165,,,,12.513954174379482,,0.117449239659435
Location 424 - Location 2,424,2,1,,,9.111449948247026,,,,10.398415312999651,,0.107483665953145
Location 426 - Location 2,426,2,1,,,9.889799345802825,,,,8.927098525003009,,0.095551000132729
Location 427 - Location 2,427,2,1,,,6.412619792766924,,,,5.424167147197631,,0.051879598976080
Location 430 - Location 3,430,3,1,,,11.115975291791328,,,,8.535756819054713,,0.062565764128850
Location 431 - Location 3,431,3,1,,,11.403928722127727,,,,7.249473211807696,,0.051131120753927
Location 435 - Location 8,435,8,1,,,9.299340153568350,,,,5.205204347354583,,0.036907332267012
Location 440 - Location 3,440,3,1,,,11.516651934805928,,,,8.228454904037648,,0.035668641206313
Location 441 - Location 1,441,1,1,,,13.379136775127648,,,,6.563395363021629,,0.038458655549390
Location 442 - Location 3,442,3,1,,,7.488696734087357,,,,3.940937998928602,,0.020672877570752
Location 448 - Location 1,448,1,1,,,13.748532636496709,,,,6.690869574246739,,0.042554676392537
Location 449 - Location 4,449,4,1,,,6.647147359453135,,,,2.618354091206914,,0.016754215739004
Location 452 - Location 3,452,3,1,,,13.411239716088092,,,,7.609853349120999,,0.053477665437910
Location 455 - Location 7,455,7,1,,,13.507857198713820,,,,7.169206149891578,,0.053492447635164
Location 455 - Location 2,455,2,2,,,14.783348913889595,,,,10.887287919705704,,0.088746238342804
Location 456 - Location 7,456,7,1,,,13.365311140452285,,,,14.573404537053475,,0.122028781156915
Location 458 - Location 4,458,4,1,,,13.932172178578533,,,,15.541166984546186,,0.122828868267327
Location 459 - Location 4,459,4,1,,,13.265597255802252,,,,7.015118348441058,,0.057179435683685
Location 461 - Location 4,461,4,1,,,12.224100973178754,,,,12.185626112850745,,0.080198737573296
Location 461 - Location 5,461,5,2,,,14.927040973959727,,,,18.261269941781340,,0.168257244630817
Location 462 - Location 2,462,2,1,,,12.333915965055020,,,,8.893320019537919,,0.073023858774224
Location 465 - Location 4,465,4,1,,,8.436179692991477,,,,3.613137699066491,,0.033339876199003
Location 468 - Location 6,468,6,1,,,14.646746129086338,,,,9.712186351918426,,0.057743123464285
Location 469 - Location 4,469,4,1,,,13.396446908645828,,,,9.599263524708636,,0.068595865311402
Location 471 - Location 4,471,4,1,,,14.223307228199834,,,,11.902929333389567,,0.102204952617150
Location 480 - Location 2,480,2,1,,,11.818472072714936,,,,9.171384103206565,,0.087397555612515
Location 482 - Location 8,482,8,1,,,10.304398279058493,,,,6.491350396119557,,0.121074693100688
Location 487 - Location 4,487,4,1,,,9.855402659080562,,,,4.498004833152356,,0.041784635043516
Location 488 - Location 7,488,7,1,,,14.820558358484275,,,,15.663579837740699,,0.115277263659068
Location 489 - Location 3,489,3,1,,,6.314066499838160,,,,2.365299431016787,,0.011128299723935
Location 493 - Location 8,493,8,1,,,9.748433934423876,,,,6.393432732505001,,0.059651014982484
Location 495 - Location 3,495,3,1,,,10.974485109765734,,,,6.282691029331127,,0.044659268297606
Location 496 - Location 8,496,8,1,,,10.642290128857331,,,,6.141078739494233,,0.043258086012432
Location 499 - Location 7,499,7,1,,,12.766053292256863,,,,10.849479283036835,,0.083336118164069
Location 500 - Location 2,500,2,1,,,6.533909876016865,,,,3.244194551101343,,0.029485425918316
Location 501 - Location 7,501,7,1,,,9.375493993017498,,,,7.293920066789102,,0.049179478264763
Location 506 - Location 2,506,2,1,,,14.835414539355186,,,,13.650886317023765,,0.129573441640903
Location 510 - Location 8,510,8,1,,,13.062400909096120,,,,7.724904724584132,,0.064052100409435
